coord,weather,base,main,wind,rain,clouds,dt,sys,timezone,id,name,cod
"{'lon': -69.36, 'lat': 77.48}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 7.81, 'pressure': 1027, 'humidity': 38, 'temp_min': 7.81, 'temp_max': 7.81, 'sea_level': 1027, 'grnd_level': 986}","{'speed': 10.09, 'deg': 72}",,{'all': 43},1571760196,"{'country': 'GL', 'sunrise': 1571752655, 'sunset': 1571769959}",-10800,3831208,Qaanaaq,200
"{'lon': 34.34, 'lat': 66.69}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 38.1, 'pressure': 993, 'humidity': 93, 'temp_min': 38.1, 'temp_max': 38.1, 'sea_level': 993, 'grnd_level': 992}","{'speed': 18.72, 'deg': 179}",{'3h': 0.25},{'all': 100},1571759896,"{'country': 'RU', 'sunrise': 1571720634, 'sunset': 1571752209}",10800,479071,Umba,200
"{'lon': 26.89, 'lat': -33.59}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 61, 'pressure': 1011, 'humidity': 65, 'temp_min': 61, 'temp_max': 61}","{'speed': 8.99, 'deg': 67, 'gust': 17}",,{'all': 81},1571760197,"{'type': 3, 'id': 2011314, 'country': 'ZA', 'sunrise': 1571714596, 'sunset': 1571761822}",7200,964432,Port Alfred,200
"{'lon': 65.42, 'lat': 28.58}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 79.75, 'pressure': 1014, 'humidity': 17, 'temp_min': 79.75, 'temp_max': 79.75, 'sea_level': 1014, 'grnd_level': 931}","{'speed': 5.64, 'deg': 43}",,{'all': 0},1571760197,"{'country': 'PK', 'sunrise': 1571708574, 'sunset': 1571749352}",18000,1174062,Kharan,200
"{'lon': -6.55, 'lat': 41.42}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 58.08, 'pressure': 1012, 'humidity': 44, 'temp_min': 58.08, 'temp_max': 58.08, 'sea_level': 1012, 'grnd_level': 937}","{'speed': 11.59, 'deg': 35}",,{'all': 30},1571760197,"{'country': 'PT', 'sunrise': 1571726719, 'sunset': 1571765749}",3600,2737599,Saldanha,200
"{'lon': 168.86, 'lat': -46.19}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 42.01, 'pressure': 1008, 'humidity': 79, 'temp_min': 42.01, 'temp_max': 42.01}","{'speed': 8.01, 'deg': 213, 'gust': 14}",{'3h': 0.38},{'all': 58},1571760198,"{'type': 3, 'id': 2008959, 'country': 'NZ', 'sunrise': 1571765789, 'sunset': 1571815273}",46800,6201424,Mataura,200
"{'lon': 22.13, 'lat': -30.97}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 75.25, 'pressure': 1003, 'humidity': 12, 'temp_min': 75.25, 'temp_max': 75.25, 'sea_level': 1003, 'grnd_level': 862}","{'speed': 19.06, 'deg': 285}",,{'all': 40},1571760198,"{'country': 'ZA', 'sunrise': 1571715917, 'sunset': 1571762787}",7200,1014034,Carnarvon,200
"{'lon': -67.52, 'lat': -46.43}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 55.83, 'pressure': 1019, 'humidity': 36, 'temp_min': 55.83, 'temp_max': 55.83, 'sea_level': 1019, 'grnd_level': 1008}","{'speed': 8.88, 'deg': 63}",,{'all': 0},1571760199,"{'country': 'AR', 'sunrise': 1571736130, 'sunset': 1571785600}",-10800,3863379,Mar del Plata,200
"{'lon': 161.3, 'lat': 68.75}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 2.35, 'pressure': 1026, 'humidity': 86, 'temp_min': 2.35, 'temp_max': 2.35, 'sea_level': 1026, 'grnd_level': 1024}","{'speed': 9.66, 'deg': 145}",,{'all': 97},1571760200,"{'country': 'RU', 'sunrise': 1571777407, 'sunset': 1571807284}",39600,2126199,Cherskiy,200
"{'lon': 74.49, 'lat': 15.34}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 69.19, 'pressure': 1010, 'humidity': 97, 'temp_min': 69.19, 'temp_max': 69.19, 'sea_level': 1010, 'grnd_level': 935}","{'speed': 3.31, 'deg': 232}",,{'all': 96},1571760200,"{'country': 'IN', 'sunrise': 1571705701, 'sunset': 1571747872}",19800,1273574,Vaini,200
"{'lon': 15.16, 'lat': -26.65}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 66.2, 'pressure': 1011, 'humidity': 63, 'temp_min': 66.2, 'temp_max': 66.2}","{'speed': 19.46, 'deg': 200}",,{'all': 0},1571760081,"{'type': 1, 'id': 2260, 'country': 'NA', 'sunrise': 1571717861, 'sunset': 1571764188}",7200,3355672,Luderitz,200
"{'lon': 98.49, 'lat': 3.1}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",model,"{'temp': 64.72, 'pressure': 1011, 'humidity': 95, 'temp_min': 64.72, 'temp_max': 64.72, 'sea_level': 1011, 'grnd_level': 869}","{'speed': 2.04, 'deg': 73}",{'3h': 4.19},{'all': 100},1571760201,"{'country': 'ID', 'sunrise': 1571699367, 'sunset': 1571742688}",25200,1214965,Kabanjahe,200
"{'lon': 73, 'lat': 5.67}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 83.1, 'pressure': 1010, 'humidity': 76, 'temp_min': 83.1, 'temp_max': 83.1, 'sea_level': 1010, 'grnd_level': 1010}","{'speed': 7.45, 'deg': 160}",,{'all': 100},1571760201,"{'country': 'MV', 'sunrise': 1571705603, 'sunset': 1571748686}",18000,1337619,Ugoofaaru,200
"{'lon': 172.79, 'lat': 3.07}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",model,"{'temp': 83.14, 'pressure': 1007, 'humidity': 78, 'temp_min': 83.14, 'temp_max': 83.14, 'sea_level': 1007, 'grnd_level': 1007}","{'speed': 14.7, 'deg': 113}",{'3h': 5},{'all': 81},1571759840,"{'country': 'KI', 'sunrise': 1571767930, 'sunset': 1571811246}",43200,2110227,Butaritari,200
"{'lon': -52.58, 'lat': -1.53}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 94.14, 'pressure': 1010, 'humidity': 45, 'temp_min': 94.14, 'temp_max': 94.14, 'sea_level': 1010, 'grnd_level': 1008}","{'speed': 3.76, 'deg': 95}",,{'all': 72},1571760202,"{'country': 'BR', 'sunrise': 1571735406, 'sunset': 1571779155}",-10800,3407903,Almeirim,200
"{'lon': -49.67, 'lat': 61.99}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 37.53, 'pressure': 1021, 'humidity': 65, 'temp_min': 37.53, 'temp_max': 37.53, 'sea_level': 1021, 'grnd_level': 1010}","{'speed': 5.68, 'deg': 154}",,{'all': 0},1571760202,"{'country': 'GL', 'sunrise': 1571739663, 'sunset': 1571773501}",-7200,3421193,Paamiut,200
"{'lon': 149.55, 'lat': -6.21}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 73.89, 'pressure': 1008, 'humidity': 92, 'temp_min': 73.89, 'temp_max': 73.89, 'sea_level': 1008, 'grnd_level': 989}","{'speed': 5.3, 'deg': 130}",,{'all': 99},1571760203,"{'country': 'PG', 'sunrise': 1571773066, 'sunset': 1571817265}",36000,2094746,Kandrian,200
"{'lon': 50.81, 'lat': 9.49}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 81.16, 'pressure': 1009, 'humidity': 81, 'temp_min': 81.16, 'temp_max': 81.16, 'sea_level': 1009, 'grnd_level': 1009}","{'speed': 15.52, 'deg': 45}",,{'all': 79},1571760204,"{'country': 'SO', 'sunrise': 1571711106, 'sunset': 1571753832}",10800,64814,Bandarbeyla,200
"{'lon': -12.5, 'lat': 7.53}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 85.42, 'pressure': 1007, 'humidity': 65, 'temp_min': 85.42, 'temp_max': 85.42, 'sea_level': 1007, 'grnd_level': 1007}","{'speed': 12.53, 'deg': 255}",,{'all': 83},1571760206,"{'country': 'SL', 'sunrise': 1571726209, 'sunset': 1571769115}",0,2409914,Bonthe,200
"{'lon': -149.15, 'lat': -17.73}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 80.01, 'pressure': 1013, 'humidity': 74, 'temp_min': 80.01, 'temp_max': 80.01}","{'speed': 4, 'deg': 240}",{'3h': 1.44},{'all': 0},1571760207,"{'type': 3, 'id': 47734, 'country': 'PF', 'sunrise': 1571757778, 'sunset': 1571803131}",-36000,4033557,Tautira,200
"{'lon': 124.82, 'lat': 53.69}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 28.56, 'pressure': 1023, 'humidity': 84, 'temp_min': 28.56, 'temp_max': 28.56, 'sea_level': 1023, 'grnd_level': 976}","{'speed': 3.31, 'deg': 290}",,{'all': 5},1571760207,"{'country': 'RU', 'sunrise': 1571782889, 'sunset': 1571819311}",32400,2015646,Taldan,200
"{'lon': -134.97, 'lat': -23.12}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 70.18, 'pressure': 1017, 'humidity': 82, 'temp_min': 70.18, 'temp_max': 70.18, 'sea_level': 1017, 'grnd_level': 1017}","{'speed': 21.7, 'deg': 78}",{'3h': 0.81},{'all': 100},1571760208,"{'country': 'PF', 'sunrise': 1571754079, 'sunset': 1571800025}",-32400,4030556,Rikitea,200
"{'lon': 15.86, 'lat': 11.81}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 95.52, 'pressure': 1004, 'humidity': 29, 'temp_min': 95.52, 'temp_max': 95.52, 'sea_level': 1004, 'grnd_level': 970}","{'speed': 5.06, 'deg': 318}",,{'all': 100},1571760208,"{'country': 'TD', 'sunrise': 1571719604, 'sunset': 1571762108}",3600,2433055,Dourbali,200
"{'lon': -139.03, 'lat': -9.8}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 78.15, 'pressure': 1012, 'humidity': 75, 'temp_min': 78.15, 'temp_max': 78.15, 'sea_level': 1012, 'grnd_level': 1012}","{'speed': 13.31, 'deg': 86}",,{'all': 0},1571760209,"{'country': 'PF', 'sunrise': 1571755754, 'sunset': 1571800298}",-34200,4020109,Atuona,200
"{'lon': 26.57, 'lat': -22.93}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 87.46, 'pressure': 1004, 'humidity': 29, 'temp_min': 87.46, 'temp_max': 87.46, 'sea_level': 1004, 'grnd_level': 879}","{'speed': 19.35, 'deg': 52}",,{'all': 2},1571760209,"{'country': 'BW', 'sunrise': 1571715341, 'sunset': 1571761231}",7200,933696,Kalamare,200
"{'lon': 169.85, 'lat': -46.28}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 45.5, 'pressure': 1005, 'humidity': 65, 'temp_min': 45.5, 'temp_max': 45.5, 'sea_level': 1005, 'grnd_level': 1004}","{'speed': 26.69, 'deg': 221}",{'3h': 0.19},{'all': 42},1571760212,"{'country': 'NZ', 'sunrise': 1571765542, 'sunset': 1571815045}",46800,2208248,Kaitangata,200
"{'lon': -70.49, 'lat': -25.41}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 56.73, 'pressure': 1017, 'humidity': 76, 'temp_min': 56.73, 'temp_max': 56.73, 'sea_level': 1017, 'grnd_level': 971}","{'speed': 6.6, 'deg': 344}",,{'all': 87},1571760213,"{'country': 'CL', 'sunrise': 1571738479, 'sunset': 1571784678}",-10800,3870243,Taltal,200
"{'lon': 135.58, 'lat': 62.65}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 8.78, 'pressure': 1021, 'humidity': 88, 'temp_min': 8.78, 'temp_max': 8.78, 'sea_level': 1021, 'grnd_level': 996}","{'speed': 0.63, 'deg': 265}",,{'all': 0},1571760215,"{'country': 'RU', 'sunrise': 1571781828, 'sunset': 1571815208}",32400,2022773,Khandyga,200
"{'lon': -114.04, 'lat': 27.97}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 73.81, 'pressure': 1015, 'humidity': 24, 'temp_min': 73.81, 'temp_max': 73.81, 'sea_level': 1015, 'grnd_level': 1013}","{'speed': 2.42, 'deg': 190}",,{'all': 0},1571760215,"{'country': 'MX', 'sunrise': 1571751628, 'sunset': 1571792430}",-21600,4021858,Guerrero Negro,200
"{'lon': 153.24, 'lat': -28.95}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 54.39, 'pressure': 1024, 'humidity': 93, 'temp_min': 51.8, 'temp_max': 57.99}","{'speed': 2.35, 'deg': 254}",,{'all': 0},1571760217,"{'type': 1, 'id': 9506, 'country': 'AU', 'sunrise': 1571770944, 'sunset': 1571817616}",39600,2160063,Codrington,200
"{'lon': 115.35, 'lat': -33.64}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 54.03, 'pressure': 1010, 'humidity': 67, 'temp_min': 53.01, 'temp_max': 55.99}","{'speed': 8.97, 'deg': 263}",,{'all': 0},1571760219,"{'type': 3, 'id': 2011706, 'country': 'AU', 'sunrise': 1571779711, 'sunset': 1571827034}",28800,2075265,Busselton,200
"{'lon': 155.8, 'lat': 62.53}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': -3.56, 'pressure': 1025, 'humidity': 100, 'temp_min': -3.56, 'temp_max': -3.56, 'sea_level': 1025, 'grnd_level': 933}","{'speed': 1.19, 'deg': 320}",,{'all': 63},1571760220,"{'country': 'RU', 'sunrise': 1571776938, 'sunset': 1571810392}",39600,2122493,Omsukchan,200
"{'lon': 78.62, 'lat': 30.78}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 25.54, 'pressure': 1018, 'humidity': 69, 'temp_min': 25.54, 'temp_max': 25.54, 'sea_level': 1018, 'grnd_level': 633}","{'speed': 2.48, 'deg': 41}",,{'all': 0},1571760221,"{'country': 'IN', 'sunrise': 1571705534, 'sunset': 1571746057}",19800,1253628,Lata,200
"{'lon': 72.97, 'lat': 3.78}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 82.54, 'pressure': 1010, 'humidity': 74, 'temp_min': 82.54, 'temp_max': 82.54, 'sea_level': 1010, 'grnd_level': 1010}","{'speed': 8.75, 'deg': 151}",,{'all': 100},1571760222,"{'country': 'MV', 'sunrise': 1571705523, 'sunset': 1571748780}",18000,1337605,Mahibadhoo,200
"{'lon': -53.46, 'lat': -33.69}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 65.07, 'pressure': 1016, 'humidity': 64, 'temp_min': 65.07, 'temp_max': 65.07, 'sea_level': 1016, 'grnd_level': 1015}","{'speed': 5.95, 'deg': 260}",,{'all': 0},1571760225,"{'country': 'UY', 'sunrise': 1571733858, 'sunset': 1571781125}",-10800,3443061,Chuy,200
"{'lon': 149.07, 'lat': -23.58}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 64.27, 'pressure': 1021, 'humidity': 76, 'temp_min': 64.27, 'temp_max': 64.27, 'sea_level': 1021, 'grnd_level': 1001}","{'speed': 10.2, 'deg': 101}",,{'all': 0},1571760085,"{'country': 'AU', 'sunrise': 1571772273, 'sunset': 1571818288}",36000,2175403,Bluff,200
"{'lon': 73.08, 'lat': -0.6}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 81.73, 'pressure': 1010, 'humidity': 79, 'temp_min': 81.73, 'temp_max': 81.73, 'sea_level': 1010, 'grnd_level': 1010}","{'speed': 14.05, 'deg': 125}",,{'all': 100},1571760227,"{'country': 'MV', 'sunrise': 1571705294, 'sunset': 1571748955}",18000,1282256,Hithadhoo,200
"{'lon': -50.22, 'lat': -30.17}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 64.85, 'pressure': 1015, 'humidity': 79, 'temp_min': 64.85, 'temp_max': 64.85, 'sea_level': 1015, 'grnd_level': 1015}","{'speed': 15.21, 'deg': 202}",{'3h': 0.75},{'all': 43},1571760231,"{'country': 'BR', 'sunrise': 1571733321, 'sunset': 1571780107}",-10800,3466165,Cidreira,200
"{'lon': 130.15, 'lat': 33}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 66.27, 'pressure': 1013, 'humidity': 83, 'temp_min': 64, 'temp_max': 69.01}","{'speed': 4, 'deg': 30}",,{'all': 49},1571760232,"{'type': 3, 'id': 147648, 'country': 'JP', 'sunrise': 1571779745, 'sunset': 1571819896}",32400,1861464,Tara,200
"{'lon': 54.36, 'lat': 39.51}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 63.64, 'pressure': 1021, 'humidity': 44, 'temp_min': 63.64, 'temp_max': 63.64, 'sea_level': 1021, 'grnd_level': 979}","{'speed': 1.25, 'deg': 113}",,{'all': 100},1571760233,"{'country': 'TM', 'sunrise': 1571711943, 'sunset': 1571751292}",18000,161616,Balkanabat,200
"{'lon': 20.04, 'lat': -34.53}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 64.71, 'pressure': 1009, 'humidity': 48, 'temp_min': 64.4, 'temp_max': 64.99}","{'speed': 18.34, 'deg': 160}",,{'all': 26},1571760234,"{'type': 1, 'id': 1966, 'country': 'ZA', 'sunrise': 1571716172, 'sunset': 1571763534}",7200,1015776,Bredasdorp,200
"{'lon': 19.24, 'lat': -34.42}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 67.12, 'pressure': 1004, 'humidity': 59, 'temp_min': 66, 'temp_max': 68}","{'speed': 10, 'deg': 145, 'gust': 17}",,{'all': 23},1571759703,"{'type': 3, 'id': 2006131, 'country': 'ZA', 'sunrise': 1571716372, 'sunset': 1571763718}",7200,3366880,Hermanus,200
"{'lon': 24.73, 'lat': -34}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 60.03, 'pressure': 1010, 'humidity': 55, 'temp_min': 60.03, 'temp_max': 60.03, 'sea_level': 1010, 'grnd_level': 979}","{'speed': 24.23, 'deg': 88}",,{'all': 5},1571760235,"{'country': 'ZA', 'sunrise': 1571715085, 'sunset': 1571762370}",7200,986717,Kruisfontein,200
"{'lon': -2.07, 'lat': 38.23}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 46.99, 'pressure': 890, 'humidity': 88, 'temp_min': 46.99, 'temp_max': 46.99}","{'speed': 1.99, 'deg': 90, 'gust': 3}",{'3h': 1.31},{'all': 100},1571760237,"{'type': 3, 'id': 2013233, 'country': 'ES', 'sunrise': 1571725402, 'sunset': 1571764916}",7200,2513562,Bajil,200
"{'lon': -39.27, 'lat': -3.28}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 97.38, 'pressure': 1011, 'humidity': 25, 'temp_min': 97.38, 'temp_max': 97.38, 'sea_level': 1011, 'grnd_level': 990}","{'speed': 7.07, 'deg': 87}",,{'all': 74},1571760238,"{'country': 'BR', 'sunrise': 1571732130, 'sunset': 1571776042}",-10800,3386177,Trairi,200
"{'lon': -65.11, 'lat': -43.3}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 48.52, 'pressure': 1017, 'humidity': 75, 'temp_min': 48.52, 'temp_max': 48.52, 'sea_level': 1017, 'grnd_level': 1017}","{'speed': 25.26, 'deg': 177}",,{'all': 100},1571760238,"{'country': 'AR', 'sunrise': 1571735867, 'sunset': 1571784707}",-10800,3839307,Rawson,200
"{'lon': 138.6, 'lat': -33.21}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 60.93, 'pressure': 1020, 'humidity': 31, 'temp_min': 60.93, 'temp_max': 60.93, 'sea_level': 1020, 'grnd_level': 964}","{'speed': 5.1, 'deg': 58}",,{'all': 1},1571760239,"{'country': 'AU', 'sunrise': 1571774166, 'sunset': 1571821420}",37800,2069194,Jamestown,200
"{'lon': 102.47, 'lat': 71.98}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 10.65, 'pressure': 1019, 'humidity': 94, 'temp_min': 10.65, 'temp_max': 10.65, 'sea_level': 1019, 'grnd_level': 1016}","{'speed': 11.72, 'deg': 220}",,{'all': 85},1571760239,"{'country': 'RU', 'sunrise': 1571706337, 'sunset': 1571733807}",25200,2022572,Khatanga,200
"{'lon': 74.24, 'lat': 20.33}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",model,"{'temp': 70.32, 'pressure': 1010, 'humidity': 93, 'temp_min': 70.32, 'temp_max': 70.32, 'sea_level': 1010, 'grnd_level': 929}","{'speed': 3.15, 'deg': 60}",{'3h': 3.44},{'all': 100},1571760240,"{'country': 'IN', 'sunrise': 1571706009, 'sunset': 1571747684}",19800,1274673,Chandvad,200
"{'lon': 99.86, 'lat': 12.07}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 82.92, 'pressure': 1009, 'humidity': 73, 'temp_min': 82.92, 'temp_max': 82.92, 'sea_level': 1009, 'grnd_level': 1009}","{'speed': 5.95, 'deg': 237}",,{'all': 76},1571760241,"{'country': 'TH', 'sunrise': 1571699454, 'sunset': 1571741942}",25200,1152562,Kui Buri,200
"{'lon': 39.83, 'lat': 21.43}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 86.27, 'pressure': 1009, 'humidity': 48, 'temp_min': 86.27, 'temp_max': 86.27, 'sea_level': 1009, 'grnd_level': 953}","{'speed': 12.95, 'deg': 222}",,{'all': 0},1571760184,"{'country': 'SA', 'sunrise': 1571714327, 'sunset': 1571755881}",10800,104515,Mecca,200
"{'lon': 135.99, 'lat': 33.72}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 67.98, 'pressure': 1014, 'humidity': 78, 'temp_min': 67.98, 'temp_max': 67.98, 'sea_level': 1014, 'grnd_level': 1012}","{'speed': 9.86, 'deg': 12}",,{'all': 0},1571760245,"{'country': 'JP', 'sunrise': 1571778390, 'sunset': 1571818448}",32400,1847947,Shingu,200
"{'lon': 118.35, 'lat': 63.29}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 18.91, 'pressure': 1027, 'humidity': 86, 'temp_min': 18.91, 'temp_max': 18.91, 'sea_level': 1027, 'grnd_level': 1010}","{'speed': 4.45, 'deg': 245}",,{'all': 87},1571760248,"{'country': 'RU', 'sunrise': 1571786118, 'sunset': 1571819187}",32400,2018735,Nyurba,200
"{'lon': 38.73, 'lat': 8.96}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 58.53, 'pressure': 1011, 'humidity': 74, 'temp_min': 58.53, 'temp_max': 58.53, 'sea_level': 1011, 'grnd_level': 769}","{'speed': 7.65, 'deg': 103}",,{'all': 56},1571759840,"{'country': 'ET', 'sunrise': 1571713980, 'sunset': 1571756756}",10800,344979,Lebu,200
"{'lon': 14.28, 'lat': -22.12}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 63, 'pressure': 1013, 'humidity': 81, 'temp_min': 63, 'temp_max': 63}","{'speed': 5.99, 'deg': 205, 'gust': 20}",,{'all': 0},1571760250,"{'type': 3, 'id': 2012545, 'country': 'NA', 'sunrise': 1571718335, 'sunset': 1571764136}",7200,3356832,Henties Bay,200
"{'lon': 40.92, 'lat': 34.45}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 79.34, 'pressure': 1012, 'humidity': 35, 'temp_min': 79.34, 'temp_max': 79.34, 'sea_level': 1012, 'grnd_level': 989}","{'speed': 7.25, 'deg': 295}",,{'all': 92},1571760251,"{'country': 'SY', 'sunrise': 1571714818, 'sunset': 1571754867}",10800,174448,Abu Kamal,200
"{'lon': 14.43, 'lat': 27.03}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 87.06, 'pressure': 1014, 'humidity': 18, 'temp_min': 87.06, 'temp_max': 87.06, 'sea_level': 1014, 'grnd_level': 963}","{'speed': 9.64, 'deg': 20}",,{'all': 0},1571760252,"{'country': 'LY', 'sunrise': 1571720728, 'sunset': 1571761671}",7200,2212775,Sabha,200
"{'lon': 170.5, 'lat': -45.87}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 42.01, 'pressure': 1006, 'humidity': 77, 'temp_min': 42.01, 'temp_max': 42.01}","{'speed': 18.99, 'deg': 249, 'gust': 25.01}",{'3h': 0.44},{'all': 64},1571760084,"{'type': 3, 'id': 75281, 'country': 'NZ', 'sunrise': 1571765430, 'sunset': 1571814845}",46800,2191562,Dunedin,200
"{'lon': -55.87, 'lat': -1.77}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 90.75, 'pressure': 1010, 'humidity': 53, 'temp_min': 90.75, 'temp_max': 90.75, 'sea_level': 1010, 'grnd_level': 1010}","{'speed': 4.12, 'deg': 168}",{'3h': 1.31},{'all': 88},1571760253,"{'country': 'BR', 'sunrise': 1571736184, 'sunset': 1571779955}",-10800,3393471,Oriximina,200
"{'lon': 124.29, 'lat': 8}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 78.01, 'pressure': 1008, 'humidity': 88, 'temp_min': 78.01, 'temp_max': 78.01}","{'speed': 5.99, 'deg': 226, 'gust': 8.99}",{'3h': 0.31},{'all': 100},1571760254,"{'type': 3, 'id': 2007154, 'country': 'PH', 'sunrise': 1571779804, 'sunset': 1571822650}",28800,1701054,Marawi,200
"{'lon': -62.99, 'lat': -40.81}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 56.19, 'pressure': 1014, 'humidity': 68, 'temp_min': 56.19, 'temp_max': 56.19, 'sea_level': 1014, 'grnd_level': 1010}","{'speed': 16.71, 'deg': 183}",{'3h': 0.5},{'all': 97},1571760255,"{'country': 'AR', 'sunrise': 1571735585, 'sunset': 1571783972}",-10800,3832899,Viedma,200
